0,1,2,3,4,5,6,7,8,9
13.15,14.022499999999999,18.605833333333333,22.589166666666667,21.016666666666666,17.665000000000003,11.614166666666668,11.42,15.799999999999999,17.541666666666668
12.806666666666667,13.15,14.022499999999999,18.605833333333333,22.589166666666667,21.016666666666666,17.665000000000003,11.614166666666668,11.42,15.799999999999999
16.55,12.806666666666667,13.15,14.022499999999999,18.605833333333333,22.589166666666667,21.016666666666666,17.665000000000003,11.614166666666668,11.42
11.805833333333334,16.55,12.806666666666667,13.15,14.022499999999999,18.605833333333333,22.589166666666667,21.016666666666666,17.665000000000003,11.614166666666668
12.878333333333332,11.805833333333334,16.55,12.806666666666667,13.15,14.022499999999999,18.605833333333333,22.589166666666667,21.016666666666666,17.665000000000003
18.650833333333335,12.878333333333332,11.805833333333334,16.55,12.806666666666667,13.15,14.022499999999999,18.605833333333333,22.589166666666667,21.016666666666666
21.940833333333334,18.650833333333335,12.878333333333332,11.805833333333334,16.55,12.806666666666667,13.15,14.022499999999999,18.605833333333333,22.589166666666667
27.655,21.940833333333334,18.650833333333335,12.878333333333332,11.805833333333334,16.55,12.806666666666667,13.15,14.022499999999999,18.605833333333333
31.28916666666667,27.655,21.940833333333334,18.650833333333335,12.878333333333332,11.805833333333334,16.55,12.806666666666667,13.15,14.022499999999999
25.110833333333332,31.28916666666667,27.655,21.940833333333334,18.650833333333335,12.878333333333332,11.805833333333334,16.55,12.806666666666667,13.15
17.025833333333335,25.110833333333332,31.28916666666667,27.655,21.940833333333334,18.650833333333335,12.878333333333332,11.805833333333334,16.55,12.806666666666667
17.98,17.025833333333335,25.110833333333332,31.28916666666667,27.655,21.940833333333334,18.650833333333335,12.878333333333332,11.805833333333334,16.55
16.540833333333335,17.98,17.025833333333335,25.110833333333332,31.28916666666667,27.655,21.940833333333334,18.650833333333335,12.878333333333332,11.805833333333334
12.461666666666666,16.540833333333335,17.98,17.025833333333335,25.110833333333332,31.28916666666667,27.655,21.940833333333334,18.650833333333335,12.878333333333332
7.349166666666666,12.461666666666666,16.540833333333335,17.98,17.025833333333335,25.110833333333332,31.28916666666667,27.655,21.940833333333334,18.650833333333335
7.05,7.349166666666666,12.461666666666666,16.540833333333335,17.98,17.025833333333335,25.110833333333332,31.28916666666667,27.655,21.940833333333334
8.708333333333334,7.05,7.349166666666666,12.461666666666666,16.540833333333335,17.98,17.025833333333335,25.110833333333332,31.28916666666667,27.655
8.3425,8.708333333333334,7.05,7.349166666666666,12.461666666666666,16.540833333333335,17.98,17.025833333333335,25.110833333333332,31.28916666666667
6.8525,8.3425,8.708333333333334,7.05,7.349166666666666,12.461666666666666,16.540833333333335,17.98,17.025833333333335,25.110833333333332
7.245833333333334,6.8525,8.3425,8.708333333333334,7.05,7.349166666666666,12.461666666666666,16.540833333333335,17.98,17.025833333333335
8.269166666666667,7.245833333333334,6.8525,8.3425,8.708333333333334,7.05,7.349166666666666,12.461666666666666,16.540833333333335,17.98
19.950833333333332,8.269166666666667,7.245833333333334,6.8525,8.3425,8.708333333333334,7.05,7.349166666666666,12.461666666666666,16.540833333333335
10.031666666666666,19.950833333333332,8.269166666666667,7.245833333333334,6.8525,8.3425,8.708333333333334,7.05,7.349166666666666,12.461666666666666
7.581666666666667,10.031666666666666,19.950833333333332,8.269166666666667,7.245833333333334,6.8525,8.3425,8.708333333333334,7.05,7.349166666666666
9.848333333333334,7.581666666666667,10.031666666666666,19.950833333333332,8.269166666666667,7.245833333333334,6.8525,8.3425,8.708333333333334,7.05
9.615833333333333,9.848333333333334,7.581666666666667,10.031666666666666,19.950833333333332,8.269166666666667,7.245833333333334,6.8525,8.3425,8.708333333333334
8.021666666666667,9.615833333333333,9.848333333333334,7.581666666666667,10.031666666666666,19.950833333333332,8.269166666666667,7.245833333333334,6.8525,8.3425
8.111666666666666,8.021666666666667,9.615833333333333,9.848333333333334,7.581666666666667,10.031666666666666,19.950833333333332,8.269166666666667,7.245833333333334,6.8525
7.724444444444444,8.111666666666666,8.021666666666667,9.615833333333333,9.848333333333334,7.581666666666667,10.031666666666666,19.950833333333332,8.269166666666667,7.245833333333334
12.079166666666666,7.724444444444444,8.111666666666666,8.021666666666667,9.615833333333333,9.848333333333334,7.581666666666667,10.031666666666666,19.950833333333332,8.269166666666667
16.863333333333333,12.079166666666666,7.724444444444444,8.111666666666666,8.021666666666667,9.615833333333333,9.848333333333334,7.581666666666667,10.031666666666666,19.950833333333332
26.8225,16.863333333333333,12.079166666666666,7.724444444444444,8.111666666666666,8.021666666666667,9.615833333333333,9.848333333333334,7.581666666666667,10.031666666666666
18.9725,26.8225,16.863333333333333,12.079166666666666,7.724444444444444,8.111666666666666,8.021666666666667,9.615833333333333,9.848333333333334,7.581666666666667
12.295833333333334,18.9725,26.8225,16.863333333333333,12.079166666666666,7.724444444444444,8.111666666666666,8.021666666666667,9.615833333333333,9.848333333333334
8.348333333333334,12.295833333333334,18.9725,26.8225,16.863333333333333,12.079166666666666,7.724444444444444,8.111666666666666,8.021666666666667,9.615833333333333
8.146363636363636,8.348333333333334,12.295833333333334,18.9725,26.8225,16.863333333333333,12.079166666666666,7.724444444444444,8.111666666666666,8.021666666666667
